polygonid,elevation
18570,144
18570,137
18571,136
18571,134
18571,139
18571,139
18571,138
18572,149
18572,138
18572,138
18572,144
18572,140
18573,190
18573,156
18573,206
18573,161
18573,150
18574,216
18574,215
18574,183
18574,214
18574,210
18575,234
18575,243
18575,237
18575,241
18575,243
18576,222
18576,254
18576,212
18576,221
18576,228
18577,271
18577,278
18577,242
18577,311
18577,267
18578,181
18578,152
18578,195
18578,176
18578,139
18579,234
18579,220
18579,202
18579,213
18579,157
18580,1214
18580,1355
18580,906
18580,779
18580,877
18581,938
18581,905
18581,1451
18581,1139
18581,1078
18582,399
18582,1477
18582,434
18582,449
18582,423
18583,425
18583,516
18583,334
18583,260
18583,1251
18584,1149
18584,784
18584,704
18584,637
18584,733
18585,510
18585,597
18585,447
18585,741
18585,387
18586,447
18586,898
18586,525
18586,769
18586,1032
18587,684
18587,668
18587,322
18587,1664
18587,836
18588,861
18588,614
18588,1242
18588,1101
18588,1197
18589,1797
18589,1095
18589,1179
18589,1185
18589,596
18590,651
18590,1007
18590,1429
