polygonid,elevation
14142,87
14142,41
14142,71
14142,54
14143,16
14143,18
14143,5
14143,7
14143,9
14144,79
14144,10
14144,14
14144,24
14144,62
14145,51
14145,53
14145,31
14145,36
14145,52
14146,8
14146,20
14146,12
14146,14
14146,8
14147,8
14147,32
14147,6
14147,39
14147,18
14148,8
14148,8
14148,4
14148,4
14148,9
14149,6
14149,4
14149,18
14149,11
14149,16
14150,125
14150,123
14150,126
14150,116
14150,118
14151,126
14151,120
14151,117
14151,115
14151,111
14152,125
14152,126
14152,122
14152,123
14152,123
14153,124
14153,123
14153,102
14153,116
14153,114
14154,123
14154,124
14154,125
14154,124
14154,125
14155,26
14155,103
14155,42
14155,90
14155,39
14156,46
14156,31
14156,28
14156,23
14156,65
14157,124
14157,102
14157,127
14157,124
14157,106
14158,123
14158,125
14158,123
14158,125
14158,119
14159,122
14159,126
14159,121
14159,121
14159,123
14160,118
14160,113
14160,121
14160,118
14160,116
14161,113
14161,111
14161,118
14161,108
14161,113
14162,63
