polygonid,elevation
7493,6
7493,6
7494,0
7494,0
7494,0
7494,0
7494,0
7495,8
7495,0
7495,6
7495,8
7495,1
7496,3
7496,3
7496,3
7496,2
7496,3
7497,17
7497,15
7497,13
7497,15
7497,16
7498,15
7498,16
7498,18
7498,16
7498,16
7499,15
7499,13
7499,16
7499,14
7499,12
7500,15
7500,15
7500,15
7500,18
7500,16
7501,13
7501,10
7501,10
7501,8
7501,11
7502,13
7502,13
7502,14
7502,21
7502,15
7503,21
7503,21
7503,14
7503,24
7503,22
7504,18
7504,8
7504,18
7504,15
7504,15
7505,14
7505,14
7505,15
7505,15
7505,17
7506,18
7506,12
7506,14
7506,9
7506,13
7507,10
7507,11
7507,11
7507,12
7507,10
7508,18
7508,12
7508,14
7508,11
7508,13
7509,8
7509,12
7509,7
7509,14
7509,10
7510,9
7510,8
7510,12
7510,15
7510,7
7511,22
7511,19
7511,8
7511,4
7511,12
7512,12
7512,9
7512,15
7512,20
7512,16
7513,15
7513,13
7513,14
