polygonid,elevation
18370,97
18370,219
18370,207
18371,138
18371,366
18371,189
18371,158
18371,143
18372,102
18372,66
18372,98
18372,196
18372,126
18373,165
18373,187
18373,233
18373,198
18373,154
18374,190
18374,222
18374,202
18374,287
18374,240
18375,157
18375,106
18375,134
18375,83
18375,124
18376,67
18376,97
18376,85
18376,109
18376,136
18377,298
18377,121
18377,340
18377,234
18377,119
18378,289
18378,199
18378,166
18378,211
18378,243
18379,144
18379,175
18379,162
18379,170
18379,119
18380,181
18380,224
18380,252
18380,250
18380,201
18381,178
18381,303
18381,342
18381,283
18381,348
18382,152
18382,364
18382,329
18382,474
18382,275
18383,300
18383,435
18383,376
18383,262
18383,340
18384,809
18384,497
18384,600
18384,893
18384,848
18385,623
18385,242
18385,490
18385,535
18385,280
18386,209
18386,51
18386,306
18386,133
18386,217
18387,103
18387,169
18387,143
18387,68
18387,149
18388,401
18388,579
18388,240
18388,331
18388,158
18389,225
18389,146
18389,225
18389,311
18389,137
18390,102
18390,156
