polygonid,elevation
18670,56
18670,2
18671,-1
18671,3
18671,2
18671,3
18671,35
18672,1
18672,2
18672,1
18672,2
18672,2
18673,2
18673,1
18673,2
18673,7
18673,1
18674,18
18674,10
18674,14
18674,13
18674,6
18675,4
18675,10
18675,6
18675,8
18675,10
18676,46
18676,9
18676,40
18676,11
18676,12
18677,25
18677,36
18677,29
18677,24
18677,26
18678,10
18678,6
18678,25
18678,2
18678,1
18679,14
18679,13
18679,13
18679,18
18679,20
18680,7
18680,10
18680,11
18680,12
18680,10
18681,7
18681,7
18681,12
18681,8
18681,10
18682,12
18682,4
18682,9
18682,7
18682,13
18683,10
18683,10
18683,8
18683,9
18683,9
18684,33
18684,29
18684,41
18684,41
18684,36
18685,31
18685,16
18685,23
18685,20
18685,34
18686,19
18686,16
18686,14
18686,16
18686,12
18687,45
18687,38
18687,40
18687,25
18687,45
18688,14
18688,24
18688,39
18688,38
18688,34
18689,31
18689,41
18689,47
18689,45
18689,46
18690,22
18690,42
18690,20
