polygonid,elevation
15726,80
15726,64
15727,57
15727,6
15727,7
15727,21
15727,29
15728,0
15729,117
15729,114
15729,58
15729,53
15729,49
15730,113
15730,36
15730,64
15730,63
15730,134
15731,1
15731,3
15731,2
15731,2
15731,3
15732,1
15732,0
15732,0
15732,1
15732,1
15733,4
15733,7
15733,1
15733,1
15733,1
15734,2
15734,6
15734,5
15734,6
15734,6
15735,14
15735,8
15735,11
15735,9
15735,6
15736,-1
15736,-2
15736,-3
15736,7
15736,3
15737,5
15737,2
15737,2
15737,0
15737,1
15738,2
15738,1
15738,2
15738,1
15738,4
15739,2
15739,4
15739,7
15739,5
15739,17
15740,-1
15740,-1
15740,0
15740,-3
15740,1
15741,2
15741,7
15741,2
15741,6
15741,4
15742,13
15742,1
15742,106
15742,3
15742,50
15743,25
15743,36
15743,14
15743,5
15743,18
15744,0
15744,1
15744,4
15744,7
15744,5
15745,10
15745,6
15745,0
15745,10
15745,9
15746,9
15746,5
15746,7
15746,3
15746,6
15747,6
15747,3
