polygonid,elevation
13240,984
13240,1098
13240,786
13240,835
13241,1358
13241,1006
13241,1295
13241,1066
13241,1002
13242,729
13242,800
13242,713
13242,748
13242,784
13243,619
13243,620
13243,635
13243,635
13243,637
13244,622
13244,639
13244,654
13244,655
13244,644
13245,654
13245,714
13245,688
13245,714
13245,718
13246,726
13246,731
13246,727
13246,734
13246,732
13247,762
13247,740
13247,752
13247,755
13247,759
13248,754
13248,768
13248,740
13248,731
13248,762
13249,767
13249,777
13249,769
13249,770
13249,773
13250,772
13250,761
13250,760
13250,764
13250,770
13251,722
13251,740
13251,727
13251,745
13251,724
13252,860
13252,872
13252,868
13252,842
13252,833
13253,806
13253,795
13253,798
13253,828
13253,830
13254,808
13254,800
13254,840
13254,801
13254,811
13255,524
13255,889
13255,784
13255,1205
13255,776
13256,882
13256,884
13256,871
13256,867
13256,850
13257,1327
13257,1108
13257,1176
13257,1258
13257,1045
13258,1309
13258,1215
13258,1207
13258,1230
13258,1317
13259,1158
13259,1326
13259,1220
13259,1237
13259,1173
13260,985
