polygonid,elevation
20352,320
20352,315
20352,310
20353,352
20353,349
20353,366
20353,361
20353,357
20354,329
20354,340
20354,328
20354,330
20354,328
20355,340
20355,337
20355,338
20355,336
20355,331
20356,352
20356,350
20356,347
20356,350
20356,342
20357,370
20357,357
20357,398
20357,436
20357,339
20358,492
20358,710
20358,721
20358,570
20358,467
20359,803
20359,479
20359,382
20359,545
20359,481
20360,313
20360,332
20360,313
20360,321
20360,329
20361,328
20361,318
20361,320
20361,324
20361,319
20362,306
20362,306
20362,307
20362,302
20362,304
20363,13
20363,13
20363,16
20363,13
20363,13
20364,9
20364,4
20364,10
20364,5
20364,2
20365,6
20365,4
20365,4
20365,4
20365,3
20366,5
20366,7
20366,5
20366,11
20366,6
20367,8
20367,-2
20367,5
20367,7
20367,8
20368,9
20368,4
20368,7
20368,6
20368,6
20369,4
20369,3
20369,4
20369,4
20369,2
20370,4
20370,4
20370,5
20370,3
20370,6
20371,3
20371,8
20371,14
20371,9
20371,3
20372,7
20372,6
