polygonid,elevation
19952,1454
19952,885
19952,1460
19952,1435
19952,1437
19953,2239
19953,1615
19953,2990
19953,2622
19953,2861
19954,328
19954,356
19954,349
19954,382
19954,493
19955,446
19955,577
19955,442
19955,579
19955,427
19956,565
19956,547
19956,440
19956,435
19956,549
19957,484
19957,496
19957,465
19957,505
19957,471
19958,503
19958,491
19958,534
19958,375
19958,403
19959,506
19959,613
19959,656
19959,654
19959,639
19960,436
19960,385
19960,437
19960,403
19960,333
19961,380
19961,257
19961,395
19961,220
19961,213
19962,324
19962,326
19962,321
19962,318
19962,326
19963,1056
19963,665
19963,929
19963,2017
19963,1265
19964,972
19964,1803
19964,1769
19964,1355
19964,1010
19965,755
19965,795
19965,420
19965,558
19965,274
19966,194
19966,201
19966,197
19966,201
19966,243
19967,155
19967,294
19967,628
19967,142
19967,559
19968,387
19968,165
19968,125
19968,297
19968,264
19969,119
19969,329
19969,271
19969,126
19969,105
19970,129
19970,122
19970,126
19970,134
19970,128
19971,142
19971,135
19971,134
19971,136
19971,135
