polygonid,elevation
4688,17
4688,17
4688,16
4689,18
4689,18
4689,17
4689,18
4689,16
4690,14
4690,14
4690,12
4690,15
4690,14
4691,5
4691,6
4691,7
4691,8
4691,8
4692,16
4692,5
4692,13
4692,11
4692,21
4693,17
4693,12
4693,13
4693,12
4693,17
4694,13
4694,11
4694,10
4694,15
4694,10
4695,13
4695,12
4695,6
4695,12
4695,12
4696,18
4696,6
4696,15
4696,18
4696,9
4697,9
4697,15
4697,17
4697,11
4697,16
4698,10
4698,11
4698,10
4698,12
4698,12
4699,13
4699,11
4699,11
4699,11
4699,11
4700,10
4700,8
4700,8
4700,9
4700,9
4701,14
4701,15
4701,9
4701,10
4701,13
4702,14
4702,13
4702,15
4702,11
4702,13
4703,11
4703,10
4703,10
4703,12
4703,11
4704,17
4704,11
4704,9
4704,7
4704,9
4705,9
4705,6
4705,8
4705,7
4705,16
4706,44
4706,18
4706,10
4706,32
4706,32
4707,30
4707,24
4707,37
4707,19
4707,21
4708,47
4708,39
