polygonid,elevation
2246,709
2246,708
2246,715
2246,711
2246,712
2247,834
2247,852
2247,852
2247,847
2247,833
2248,840
2248,841
2248,839
2248,844
2248,840
2249,847
2249,863
2249,824
2249,937
2249,834
2250,831
2250,815
2250,822
2250,807
2250,814
2251,1216
2251,1256
2251,1298
2251,1124
2251,1509
2252,1108
2252,1427
2252,633
2252,1109
2252,1007
2253,2281
2253,1169
2253,1246
2253,1048
2253,1145
2254,1191
2254,1202
2254,1119
2254,1213
2254,1193
2255,1416
2255,1373
2255,2037
2255,1967
2255,1835
2256,1093
2256,1162
2256,1511
2256,1497
2256,724
2257,1338
2257,1261
2257,1175
2257,1188
2257,1191
2258,1223
2258,1206
2258,1214
2258,1215
2258,1210
2259,1249
2259,1243
2259,1261
2259,1229
2259,1239
2260,1241
2260,1234
2260,1257
2260,1265
2260,1229
2261,1228
2261,1226
2261,1229
2261,1227
2261,1226
2262,1194
2262,1207
2262,1231
2262,1214
2262,1210
2263,124
2263,138
2263,128
2263,123
2263,136
2264,105
2264,114
2264,108
2264,100
2264,102
2265,204
2265,129
2265,221
2265,208
2265,156
