polygonid,elevation
14945,79
14945,86
14945,83
14946,112
14946,101
14946,103
14946,102
14946,119
14947,115
14947,110
14947,107
14947,109
14947,104
14948,117
14948,116
14948,139
14948,134
14948,119
14949,129
14949,122
14949,130
14949,106
14949,100
14950,122
14950,107
14950,110
14950,124
14950,144
14951,100
14951,119
14951,110
14951,122
14951,101
14952,108
14952,112
14952,105
14952,112
14952,105
14953,104
14953,103
14953,99
14953,113
14953,118
14954,108
14954,113
14954,129
14954,175
14954,140
14955,142
14955,122
14955,122
14955,182
14955,153
14956,145
14956,139
14956,148
14956,145
14956,154
14957,132
14957,138
14957,131
14957,135
14957,135
14958,145
14958,136
14958,121
14958,126
14958,171
14959,147
14959,159
14959,202
14959,199
14959,185
14960,143
14960,118
14960,124
14960,182
14960,136
14961,79
14961,103
14961,108
14961,111
14961,101
14962,91
14962,101
14962,106
14962,99
14962,105
14963,116
14963,125
14963,117
14963,118
14963,124
14964,142
14964,102
14964,145
14964,120
14964,147
14965,99
14965,126
