polygonid,elevation
3467,96
3467,88
3467,93
3467,85
3468,324
3468,442
3468,347
3468,375
3468,374
3469,310
3469,312
3469,364
3469,348
3469,316
3470,315
3470,382
3470,282
3470,309
3470,191
3471,248
3471,270
3471,200
3471,238
3471,251
3472,368
3472,328
3472,380
3472,312
3472,366
3473,311
3473,250
3473,255
3473,302
3473,396
3474,146
3474,133
3474,135
3474,139
3474,135
3475,165
3475,163
3475,149
3475,149
3475,157
3476,172
3476,178
3476,200
3476,218
3476,148
3477,275
3477,377
3477,268
3477,198
3477,282
3478,160
3478,154
3478,160
3478,143
3478,155
3479,84
3479,80
3479,75
3479,72
3479,72
3480,68
3480,71
3480,73
3480,70
3480,77
3481,65
3481,69
3481,63
3481,72
3481,60
3482,64
3482,72
3482,65
3482,76
3482,67
3483,68
3483,72
3483,65
3483,73
3483,74
3484,70
3484,68
3484,62
3484,68
3484,62
3485,61
3485,62
3485,60
3485,60
3485,59
3486,56
3486,58
3486,60
3486,57
3486,57
3487,173
