polygonid,elevation
17489,35
17489,30
17489,35
17489,36
17489,39
17490,28
17490,33
17490,35
17490,29
17490,31
17491,26
17491,31
17491,28
17491,28
17491,27
17492,18
17492,20
17492,19
17492,22
17492,17
17493,15
17493,15
17493,14
17493,9
17493,13
17494,87
17494,42
17494,36
17494,138
17494,107
17495,196
17495,109
17495,105
17495,157
17495,73
17496,10
17496,9
17496,13
17496,8
17496,9
17497,34
17497,14
17497,26
17497,14
17497,21
17498,221
17498,706
17498,405
17498,627
17498,546
17499,15
17499,9
17499,9
17499,17
17499,16
17500,35
17500,21
17500,10
17500,31
17500,18
17501,12
17501,28
17501,32
17501,3
17501,4
17502,12
17502,11
17502,19
17502,13
17502,6
17503,3
17503,5
17503,10
17503,6
17503,2
17504,4
17504,7
17504,5
17504,3
17504,7
17505,12
17505,13
17505,9
17505,9
17505,14
17506,17
17506,8
17506,4
17506,9
17506,16
17507,6
17507,3
17507,4
17507,6
17507,1
17508,1
17508,3
17508,5
17508,0
17508,2
