polygonid,elevation
20593,188
20593,217
20594,211
20594,202
20594,176
20594,193
20594,106
20595,113
20595,61
20595,101
20595,130
20595,202
20596,134
20596,71
20596,96
20596,143
20596,88
20597,160
20597,121
20597,94
20597,89
20597,125
20598,94
20598,96
20598,73
20598,111
20598,63
20599,125
20599,93
20599,128
20599,63
20599,89
20600,221
20600,166
20600,156
20600,245
20600,232
20601,216
20601,151
20601,173
20601,165
20601,209
20602,348
20602,301
20602,308
20602,355
20602,389
20603,190
20603,207
20603,238
20603,167
20603,213
20604,340
20604,337
20604,221
20604,350
20604,233
20605,372
20605,301
20605,228
20605,249
20605,332
20606,382
20606,355
20606,430
20606,373
20606,396
20607,345
20607,321
20607,310
20607,368
20607,304
20608,296
20608,310
20608,271
20608,212
20608,245
20609,323
20609,327
20609,276
20609,356
20609,369
20610,291
20610,275
20610,310
20610,248
20610,291
20611,414
20611,389
20611,359
20611,339
20611,346
20612,392
20612,423
20612,406
20612,447
20612,415
20613,353
20613,331
20613,327
