polygonid,elevation
12039,6
12039,7
12039,10
12039,13
12039,10
12040,5
12040,8
12040,7
12040,6
12040,6
12041,7
12041,5
12041,9
12041,9
12041,6
12042,5
12042,5
12042,9
12042,10
12042,8
12043,7
12043,9
12043,5
12043,8
12043,8
12044,8
12044,9
12044,3
12044,9
12044,6
12045,4
12045,2
12045,5
12045,7
12045,9
12046,6
12046,10
12046,7
12046,5
12046,9
12047,8
12047,9
12047,8
12047,6
12047,10
12048,2
12048,5
12048,7
12048,7
12048,6
12049,9
12049,8
12049,12
12049,8
12049,9
12050,5
12050,9
12050,9
12050,9
12050,8
12051,8
12051,8
12051,8
12051,6
12051,9
12052,9
12052,2
12052,7
12052,10
12052,5
12053,7
12053,5
12053,5
12053,6
12053,9
12054,6
12054,6
12054,4
12054,5
12054,6
12055,5
12055,4
12055,3
12055,4
12055,9
12056,5
12056,3
12056,6
12056,7
12056,7
12057,8
12057,9
12057,2
12057,15
12057,4
12058,5
12058,7
12058,3
12058,3
12058,5
