polygonid,elevation
2085,108
2086,113
2086,114
2086,113
2086,115
2086,119
2087,114
2087,113
2087,112
2087,117
2087,116
2088,116
2088,116
2088,114
2088,110
2088,116
2089,118
2089,112
2089,115
2089,116
2089,114
2090,117
2090,119
2090,116
2090,118
2090,117
2091,114
2091,114
2091,115
2091,114
2091,111
2092,112
2092,115
2092,114
2092,114
2092,115
2093,109
2093,115
2093,113
2093,114
2093,114
2094,114
2094,118
2094,117
2094,119
2094,114
2095,115
2095,114
2095,115
2095,119
2095,115
2096,114
2096,113
2096,113
2096,111
2096,113
2097,111
2097,105
2097,106
2097,106
2097,104
2098,92
2098,109
2098,88
2098,103
2098,93
2099,103
2099,102
2099,100
2099,100
2099,101
2100,107
2100,112
2100,107
2100,106
2100,103
2101,102
2101,102
2101,104
2101,103
2101,102
2102,104
2102,106
2102,106
2102,104
2102,110
2103,1388
2103,1419
2103,1419
2103,1422
2103,1382
2104,1446
2104,1520
2104,1484
2104,1570
2104,1545
2105,1621
2105,2033
2105,1664
2105,1584
