polygonid,elevation
14404,14
14405,21
14405,20
14405,18
14405,21
14405,16
14406,18
14406,17
14406,25
14406,21
14406,29
14407,27
14407,40
14407,39
14407,44
14407,53
14408,32
14408,41
14408,42
14408,32
14408,35
14409,26
14409,23
14409,34
14409,22
14409,25
14410,22
14410,27
14410,24
14410,22
14410,27
14411,13
14411,11
14411,17
14411,13
14411,14
14412,8
14412,12
14412,9
14412,6
14412,6
14413,18
14413,17
14413,17
14413,15
14413,12
14414,32
14414,33
14414,36
14414,38
14414,35
14415,36
14415,29
14415,35
14415,31
14415,35
14416,37
14416,38
14416,37
14416,36
14416,34
14417,17
14417,20
14417,29
14417,20
14417,20
14418,27
14418,29
14418,28
14418,31
14418,27
14419,18
14419,18
14419,19
14419,22
14419,19
14420,17
14420,30
14420,35
14420,28
14420,18
14421,80
14421,76
14421,57
14421,63
14421,68
14422,51
14422,99
14422,73
14422,89
14422,59
14423,85
14423,90
14423,95
14423,76
14423,93
14424,63
14424,67
14424,61
14424,61
