polygonid,elevation
17188,24
17189,27
17189,28
17189,25
17189,28
17189,23
17190,25
17190,30
17190,27
17190,27
17190,30
17191,29
17191,32
17191,26
17191,21
17191,25
17192,26
17192,28
17192,25
17192,27
17192,30
17193,27
17193,15
17193,28
17193,25
17193,29
17194,28
17194,37
17194,33
17194,33
17194,28
17195,26
17195,26
17195,33
17195,30
17195,28
17196,29
17196,32
17196,28
17196,30
17196,30
17197,31
17197,27
17197,28
17197,15
17197,24
17198,35
17198,38
17198,33
17198,33
17198,34
17199,31
17199,31
17199,31
17199,30
17199,31
17200,38
17200,31
17200,34
17200,34
17200,32
17201,36
17201,28
17201,28
17201,32
17201,31
17202,32
17202,28
17202,26
17202,32
17202,27
17203,31
17203,37
17203,35
17203,34
17203,39
17204,28
17204,30
17204,27
17204,30
17204,31
17205,30
17205,37
17205,29
17205,33
17205,28
17206,34
17206,35
17206,33
17206,38
17206,34
17207,31
17207,31
17207,32
17207,37
17207,32
17208,34
17208,31
17208,28
17208,35
