polygonid,elevation
12399,38
12399,67
12399,48
12400,59
12400,59
12400,61
12400,55
12400,48
12401,62
12401,62
12401,49
12401,59
12401,57
12402,52
12402,45
12402,55
12402,51
12402,42
12403,25
12403,25
12403,21
12403,26
12403,19
12404,58
12404,51
12404,57
12404,51
12404,53
12405,52
12405,52
12405,48
12405,48
12405,52
12406,46
12406,55
12406,55
12406,55
12406,50
12407,45
12407,54
12407,55
12407,47
12407,49
12408,55
12408,56
12408,49
12408,56
12408,55
12409,49
12409,49
12409,44
12409,53
12409,52
12410,51
12410,43
12410,45
12410,52
12410,37
12411,44
12411,42
12411,42
12411,46
12411,45
12412,40
12412,34
12412,36
12412,42
12412,45
12413,36
12413,34
12413,31
12413,36
12413,36
12414,50
12414,45
12414,52
12414,47
12414,46
12415,45
12415,42
12415,47
12415,44
12415,50
12416,45
12416,42
12416,52
12416,52
12416,49
12417,48
12417,48
12417,46
12417,45
12417,45
12418,51
12418,46
12418,51
12418,49
12418,49
12419,50
12419,44
