polygonid,elevation
11078,20
11078,21
11078,26
11078,20
11079,20
11079,21
11079,22
11079,20
11079,21
11080,21
11080,16
11080,22
11080,21
11080,18
11081,16
11081,13
11081,16
11081,17
11081,16
11082,22
11082,21
11082,22
11082,19
11082,20
11083,21
11083,18
11083,19
11083,21
11083,21
11084,18
11084,21
11084,17
11084,18
11084,17
11085,18
11085,19
11085,21
11085,21
11085,20
11086,26
11086,24
11086,27
11086,23
11086,21
11087,20
11087,23
11087,22
11087,25
11087,23
11088,24
11088,25
11088,24
11088,24
11088,27
11089,28
11089,24
11089,28
11089,26
11089,28
11090,24
11090,22
11090,23
11090,23
11090,23
11091,20
11091,20
11091,25
11091,19
11091,24
11092,19
11092,19
11092,20
11092,20
11092,18
11093,20
11093,17
11093,17
11093,18
11093,17
11094,28
11094,28
11094,18
11094,26
11094,26
11095,31
11095,28
11095,30
11095,32
11095,29
11096,28
11096,24
11096,23
11096,26
11096,27
11097,28
11097,27
11097,24
11097,28
11097,25
11098,25
