polygonid,elevation
13580,107
13580,98
13581,98
13581,108
13581,103
13581,104
13581,104
13582,109
13582,110
13582,106
13582,109
13582,105
13583,107
13583,91
13583,113
13583,96
13583,96
13584,97
13584,103
13584,92
13584,101
13584,105
13585,75
13585,77
13585,94
13585,91
13585,80
13586,99
13586,82
13586,102
13586,101
13586,95
13587,102
13587,82
13587,96
13587,99
13587,98
13588,83
13588,70
13588,70
13588,88
13588,82
13589,88
13589,77
13589,83
13589,81
13589,80
13590,58
13590,65
13590,43
13590,73
13590,53
13591,28
13591,65
13591,28
13591,62
13591,32
13592,108
13592,106
13592,106
13592,110
13592,107
13593,84
13593,85
13593,85
13593,88
13593,85
13594,62
13594,90
13594,92
13594,70
13594,76
13595,106
13595,106
13595,104
13595,105
13595,106
13596,110
13596,112
13596,111
13596,111
13596,110
13597,110
13597,125
13597,112
13597,120
13597,114
13598,102
13598,104
13598,101
13598,102
13598,109
13599,105
13599,107
13599,97
13599,103
13599,100
13600,107
13600,104
13600,108
