polygonid,elevation
11618,405
11618,536
11619,413
11619,443
11619,442
11619,393
11619,400
11620,405
11620,404
11620,398
11620,408
11620,403
11621,454
11621,492
11621,518
11621,530
11621,481
11622,401
11622,386
11622,386
11622,423
11622,393
11623,421
11623,391
11623,388
11623,409
11623,388
11624,425
11624,436
11624,439
11624,432
11624,450
11625,425
11625,400
11625,428
11625,401
11625,398
11626,975
11626,741
11626,873
11626,760
11626,613
11627,396
11627,381
11627,404
11627,386
11627,425
11628,406
11628,394
11628,396
11628,407
11628,401
11629,419
11629,551
11629,498
11629,409
11629,476
11630,638
11630,725
11630,559
11630,701
11630,672
11631,944
11631,647
11631,744
11631,865
11631,727
11632,583
11632,576
11632,515
11632,529
11632,475
11633,525
11633,488
11633,492
11633,540
11633,555
11634,507
11634,585
11634,490
11634,558
11634,593
11635,372
11635,378
11635,394
11635,378
11635,374
11636,421
11636,445
11636,445
11636,461
11636,423
11637,475
11637,383
11637,427
11637,433
11637,432
11638,379
11638,340
11638,470
