polygonid,elevation
8734,8
8735,304
8735,202
8735,214
8735,384
8735,380
8736,42
8736,28
8736,22
8736,20
8736,61
8737,52
8737,19
8737,4
8737,125
8737,85
8738,65
8738,-1
8738,0
8738,28
8738,26
8739,119
8739,111
8739,77
8739,57
8739,155
8740,355
8740,298
8740,691
8740,300
8740,113
8741,629
8741,668
8741,928
8741,753
8741,1020
8742,641
8742,962
8742,700
8742,897
8742,900
8743,789
8743,645
8743,797
8743,880
8743,695
8744,493
8744,571
8744,652
8744,568
8744,774
8745,364
8745,291
8745,215
8745,401
8745,691
8746,440
8746,482
8746,155
8746,136
8746,328
8747,742
8747,500
8747,600
8747,576
8747,724
8748,1350
8748,1265
8748,874
8748,659
8748,966
8749,940
8749,1226
8749,1464
8749,1584
8749,1546
8750,1427
8750,1125
8750,1182
8750,1036
8750,1202
8751,916
8751,759
8751,810
8751,827
8751,970
8752,854
8752,865
8752,968
8752,821
8752,871
8753,1006
8753,1075
8753,1128
8753,1583
8753,934
8754,874
8754,1539
8754,1459
8754,753
