polygonid,elevation
18490,182
18490,171
18490,169
18491,163
18491,183
18491,181
18491,180
18491,173
18492,151
18492,155
18492,155
18492,153
18492,152
18493,152
18493,148
18493,148
18493,147
18493,164
18494,147
18494,146
18494,147
18494,145
18494,148
18495,150
18495,145
18495,149
18495,148
18495,147
18496,194
18496,196
18496,210
18496,183
18496,195
18497,204
18497,218
18497,213
18497,216
18497,222
18498,175
18498,172
18498,192
18498,208
18498,166
18499,184
18499,165
18499,204
18499,201
18499,200
18500,178
18500,180
18500,177
18500,209
18500,185
18501,193
18501,216
18501,236
18501,242
18501,187
18502,223
18502,257
18502,264
18502,258
18502,278
18503,237
18503,237
18503,229
18503,209
18503,222
18504,165
18504,204
18504,206
18504,178
18504,167
18505,208
18505,209
18505,224
18505,222
18505,220
18506,231
18506,211
18506,158
18506,214
18506,224
18507,152
18507,156
18507,154
18507,154
18507,153
18508,180
18508,183
18508,196
18508,201
18508,218
18509,154
18509,165
18509,157
18509,209
18509,188
18510,226
18510,236
