polygonid,elevation
5570,576
5570,393
5571,199
5571,195
5571,184
5571,189
5571,194
5572,594
5572,1034
5572,994
5572,996
5572,539
5573,171
5573,176
5573,177
5573,172
5573,178
5574,176
5574,168
5574,170
5574,170
5574,171
5575,167
5575,166
5575,160
5575,163
5575,162
5576,178
5576,170
5576,165
5576,170
5576,167
5577,163
5577,163
5577,156
5577,159
5577,161
5578,154
5578,152
5578,152
5578,153
5578,160
5579,158
5579,172
5579,176
5579,168
5579,170
5580,148
5580,150
5580,153
5580,149
5580,152
5581,147
5581,143
5581,143
5581,142
5581,141
5582,152
5582,154
5582,145
5582,154
5582,149
5583,134
5583,141
5583,144
5583,124
5583,139
5584,135
5584,141
5584,132
5584,132
5584,140
5585,131
5585,132
5585,123
5585,125
5585,122
5586,239
5586,410
5586,217
5586,228
5586,233
5587,284
5587,670
5587,288
5587,275
5587,594
5588,215
5588,227
5588,244
5588,244
5588,236
5589,211
5589,201
5589,228
5589,208
5589,213
5590,869
5590,642
5590,510
