polygonid,elevation
19751,100
19752,102
19752,104
19752,106
19752,104
19752,104
19753,102
19753,99
19753,102
19753,100
19753,103
19754,103
19754,104
19754,101
19754,105
19754,104
19755,105
19755,103
19755,105
19755,103
19755,103
19756,98
19756,100
19756,100
19756,102
19756,100
19757,98
19757,98
19757,100
19757,100
19757,98
19758,97
19758,98
19758,96
19758,98
19758,98
19759,100
19759,99
19759,101
19759,100
19759,98
19760,99
19760,99
19760,100
19760,99
19760,100
19761,103
19761,105
19761,102
19761,101
19761,107
19762,100
19762,100
19762,101
19762,103
19762,102
19763,100
19763,104
19763,101
19763,102
19763,101
19764,105
19764,100
19764,102
19764,101
19764,103
19765,101
19765,102
19765,101
19765,106
19765,105
19766,100
19766,100
19766,102
19766,99
19766,102
19767,101
19767,101
19767,99
19767,100
19767,99
19768,102
19768,100
19768,100
19768,100
19768,101
19769,100
19769,101
19769,100
19769,102
19769,103
19770,99
19770,100
19770,102
19770,97
19770,99
19771,98
19771,99
19771,96
19771,98
