polygonid,elevation
15205,6
15205,7
15206,13
15206,15
15206,14
15206,8
15206,15
15207,14
15207,28
15207,16
15207,24
15207,31
15208,43
15208,48
15208,54
15208,53
15208,54
15209,10
15209,30
15209,32
15209,27
15209,30
15210,12
15210,8
15210,9
15210,15
15210,12
15211,28
15211,26
15211,25
15211,25
15211,25
15212,24
15212,20
15212,31
15212,23
15212,19
15213,22
15213,31
15213,19
15213,21
15213,43
15214,17
15214,13
15214,18
15214,17
15214,17
15215,11
15215,14
15215,10
15215,15
15215,15
15216,15
15216,16
15216,16
15216,21
15216,20
15217,41
15217,31
15217,37
15217,48
15217,27
15218,42
15218,32
15218,48
15218,35
15218,45
15219,26
15219,52
15219,22
15219,38
15219,54
15220,39
15220,41
15220,19
15220,32
15220,60
15221,60
15221,63
15221,68
15221,62
15221,55
15222,92
15222,85
15222,90
15222,71
15222,75
15223,99
15223,113
15223,102
15223,82
15223,95
15224,92
15224,79
15224,73
15224,82
15224,82
15225,89
15225,78
15225,94
