polygonid,elevation
13620,94
13620,87
13621,78
13621,92
13621,86
13621,84
13621,99
13622,70
13622,90
13622,74
13622,75
13622,61
13623,103
13623,115
13623,116
13623,104
13623,112
13624,144
13624,100
13624,97
13624,130
13624,132
13625,83
13625,42
13625,55
13625,86
13625,102
13626,103
13626,115
13626,137
13626,125
13626,102
13627,135
13627,143
13627,141
13627,144
13627,117
13628,111
13628,129
13628,139
13628,128
13628,135
13629,123
13629,129
13629,130
13629,131
13629,123
13630,98
13630,97
13630,92
13630,93
13630,95
13631,117
13631,114
13631,81
13631,77
13631,116
13632,125
13632,120
13632,121
13632,121
13632,123
13633,124
13633,119
13633,123
13633,124
13633,125
13634,147
13634,150
13634,143
13634,148
13634,152
13635,142
13635,140
13635,140
13635,141
13635,141
13636,134
13636,142
13636,138
13636,138
13636,138
13637,145
13637,146
13637,147
13637,136
13637,145
13638,146
13638,141
13638,142
13638,143
13638,146
13639,144
13639,136
13639,141
13639,124
13639,132
13640,142
13640,112
13640,139
