polygonid,elevation
15446,21
15446,5
15446,17
15446,6
15447,9
15447,13
15447,31
15447,14
15447,21
15448,6
15448,2
15448,-1
15448,13
15448,10
15449,3
15449,4
15449,14
15449,9
15449,6
15450,3
15450,3
15450,2
15450,3
15450,1
15451,37
15451,13
15451,43
15451,39
15451,12
15452,61
15452,68
15452,56
15452,49
15452,21
15453,66
15453,16
15453,46
15453,7
15453,2
15454,12
15454,26
15454,17
15454,37
15454,17
15455,65
15455,46
15455,66
15455,46
15455,18
15456,74
15456,97
15456,74
15456,54
15456,90
15457,38
15457,80
15457,52
15457,83
15457,60
15458,75
15458,76
15458,61
15458,64
15458,82
15459,96
15459,69
15459,94
15459,71
15459,105
15460,65
15460,64
15460,46
15460,64
15460,41
15461,69
15461,60
15461,57
15461,64
15461,63
15462,35
15462,50
15462,42
15462,42
15462,34
15463,25
15463,33
15463,25
15463,34
15463,29
15464,37
15464,29
15464,6
15464,5
15464,48
15465,52
15465,57
15465,45
15465,59
15465,40
15466,45
