polygonid,elevation
17569,26
17569,25
17569,26
17569,24
17570,30
17570,27
17570,28
17570,30
17570,26
17571,31
17571,34
17571,29
17571,33
17571,34
17572,30
17572,29
17572,31
17572,31
17572,32
17573,26
17573,24
17573,30
17573,25
17573,25
17574,23
17574,25
17574,24
17574,24
17574,19
17575,24
17575,23
17575,31
17575,31
17575,26
17576,31
17576,33
17576,32
17576,27
17576,31
17577,37
17577,33
17577,39
17577,35
17577,35
17578,25
17578,30
17578,27
17578,19
17578,23
17579,27
17579,29
17579,25
17579,26
17579,23
17580,22
17580,21
17580,24
17580,21
17580,22
17581,21
17581,22
17581,26
17581,24
17581,23
17582,20
17582,19
17582,18
17582,18
17582,17
17583,19
17583,27
17583,16
17583,19
17583,26
17584,24
17584,24
17584,23
17584,26
17584,24
17585,21
17585,21
17585,24
17585,20
17585,18
17586,23
17586,23
17586,24
17586,21
17586,24
17587,24
17587,24
17587,24
17587,25
17587,30
17588,21
17588,17
17588,22
17588,20
17588,23
17589,21
