polygonid,elevation
12419,48
12419,47
12419,50
12420,38
12420,48
12420,41
12420,46
12420,39
12421,43
12421,44
12421,43
12421,40
12421,47
12422,46
12422,48
12422,43
12422,44
12422,46
12423,47
12423,53
12423,51
12423,49
12423,57
12424,52
12424,47
12424,48
12424,50
12424,48
12425,41
12425,38
12425,41
12425,40
12425,44
12426,40
12426,40
12426,42
12426,33
12426,40
12427,43
12427,47
12427,37
12427,42
12427,39
12428,42
12428,42
12428,38
12428,40
12428,40
12429,29
12429,34
12429,34
12429,34
12429,32
12430,32
12430,41
12430,39
12430,32
12430,38
12431,47
12431,48
12431,47
12431,42
12431,53
12432,34
12432,42
12432,43
12432,39
12432,47
12433,45
12433,40
12433,43
12433,47
12433,46
12434,41
12434,51
12434,48
12434,45
12434,41
12435,42
12435,45
12435,40
12435,44
12435,43
12436,46
12436,44
12436,44
12436,48
12436,45
12437,48
12437,44
12437,49
12437,50
12437,49
12438,50
12438,46
12438,49
12438,41
12438,44
12439,48
12439,47
