polygonid,elevation
16568,-3
16568,3
16568,2
16568,0
16569,1
16569,5
16569,5
16569,2
16569,2
16570,-1
16570,-1
16570,1
16570,-1
16570,-1
16571,3
16571,2
16571,8
16571,0
16571,1
16572,1
16572,-1
16572,1
16572,1
16572,0
16573,-1
16573,-2
16573,-3
16573,0
16573,-1
16574,1
16574,5
16574,-1
16574,1
16574,2
16575,0
16575,-2
16575,1
16575,1
16575,-2
16576,1
16576,-2
16576,-1
16576,-2
16576,-2
16577,-3
16577,7
16577,0
16577,1
16577,2
16578,-1
16578,-1
16578,-1
16578,0
16578,-1
16579,-2
16579,-2
16579,-1
16579,-2
16579,-1
16580,-1
16580,-1
16580,-1
16580,1
16580,1
16581,0
16581,-1
16581,-4
16581,-2
16581,-1
16582,1
16582,-2
16582,0
16582,-1
16582,1
16583,1
16583,-2
16583,-1
16583,2
16583,2
16584,0
16584,2
16584,1
16584,0
16584,1
16585,-1
16585,-1
16585,0
16585,2
16585,1
16586,2
16586,0
16586,1
16586,0
16586,2
16587,1
16587,4
16587,1
16587,-1
16587,-1
16588,0
