polygonid,elevation
20994,54
20994,34
20994,36
20994,54
20994,39
20995,142
20995,159
20995,152
20995,164
20995,132
20996,47
20996,64
20996,67
20996,59
20996,88
20997,58
20997,97
20997,98
20997,59
20997,44
20998,88
20998,104
20998,53
20998,97
20998,84
20999,13
20999,31
20999,31
20999,41
20999,23
21000,51
21000,34
21000,25
21000,40
21000,45
21001,3
21001,3
21001,3
21001,4
21001,4
21002,6
21002,8
21002,7
21002,7
21002,5
21003,4
21003,6
21003,7
21003,5
21003,7
21004,7
21004,6
21004,6
21004,8
21004,7
21005,4
21005,4
21005,4
21005,4
21005,7
21006,7
21006,9
21006,9
21006,12
21006,7
21007,11
21007,8
21007,10
21007,11
21007,7
21008,13
21008,9
21008,12
21008,10
21008,8
21009,4
21009,8
21009,3
21009,4
21009,3
21010,7
21010,5
21010,7
21010,4
21010,4
21011,11
21011,2
21011,5
21011,7
21011,11
21012,2
21012,1
21012,2
21012,1
21012,2
21013,10
21013,7
21013,5
21013,1
21013,5
