polygonid,elevation
21274,-1
21274,-1
21274,-2
21274,0
21275,12
21275,9
21275,11
21275,13
21275,14
21276,12
21276,10
21276,13
21276,11
21276,10
21277,9
21277,7
21277,7
21277,11
21277,6
21278,7
21278,10
21278,7
21278,11
21278,10
21279,8
21279,11
21279,14
21279,4
21279,12
21280,10
21280,12
21280,12
21280,11
21280,8
21281,11
21281,10
21281,6
21281,9
21281,10
21282,7
21282,9
21282,10
21282,7
21282,10
21283,10
21283,10
21283,9
21283,10
21283,8
21284,11
21284,8
21284,7
21284,9
21284,14
21285,10
21285,11
21285,10
21285,11
21285,12
21286,9
21286,12
21286,12
21286,8
21286,9
21287,9
21287,6
21287,9
21287,9
21287,8
21288,8
21288,7
21288,9
21288,8
21288,9
21289,8
21289,7
21289,7
21289,6
21289,8
21290,10
21290,6
21290,6
21290,9
21290,8
21291,4
21291,6
21291,6
21291,9
21291,7
21292,6
21292,4
21292,8
21292,7
21292,6
21293,15
21293,8
21293,14
21293,9
21293,10
21294,13
