polygonid,elevation
1645,2
1645,9
1645,5
1646,12
1646,1
1646,7
1646,1
1646,5
1647,16
1647,8
1647,21
1647,9
1647,19
1648,21
1648,20
1648,22
1648,21
1648,18
1649,4
1649,4
1649,0
1649,15
1649,-4
1650,20
1650,9
1650,25
1650,21
1650,22
1651,30
1651,49
1651,52
1651,44
1651,54
1652,45
1652,42
1652,43
1652,42
1652,45
1653,26
1653,16
1653,46
1653,46
1653,35
1654,3
1654,7
1654,17
1654,24
1654,21
1655,44
1655,40
1655,-1
1655,44
1655,49
1656,39
1656,57
1656,56
1656,43
1656,60
1657,57
1657,40
1657,37
1657,59
1657,59
1658,41
1658,43
1658,47
1658,21
1658,45
1659,-2
1659,0
1659,-2
1659,22
1659,0
1660,21
1660,40
1660,48
1660,47
1660,37
1661,2
1661,1
1661,10
1661,5
1661,-1
1662,32
1662,25
1662,18
1662,2
1662,11
1663,49
1663,32
1663,1
1663,38
1663,40
1664,214
1664,70
1664,57
1664,138
1664,149
1665,356
1665,9
