polygonid,elevation
11258,2046
11258,2377
11258,1944
11258,2161
11259,2487
11259,2416
11259,2426
11259,1892
11259,2286
11260,588
11260,609
11260,628
11260,676
11260,829
11261,664
11261,723
11261,605
11261,543
11261,629
11262,682
11262,695
11262,563
11262,682
11262,640
11263,1529
11263,1461
11263,1439
11263,1390
11263,1113
11264,1488
11264,1233
11264,1220
11264,1416
11264,1302
11265,1701
11265,1693
11265,1622
11265,1626
11265,1897
11266,1334
11266,1076
11266,1091
11266,1068
11266,1282
11267,1042
11267,1068
11267,1131
11267,1052
11267,1095
11268,1518
11268,1103
11268,1153
11268,1322
11268,1165
11269,1978
11269,1003
11269,1344
11269,1690
11269,1136
11270,1768
11270,1660
11270,1353
11270,1370
11270,1469
11271,1881
11271,1815
11271,1483
11271,1874
11271,1548
11272,1536
11272,1412
11272,1410
11272,1394
11272,1583
11273,1567
11273,2000
11273,1654
11273,1926
11273,1954
11274,1378
11274,1664
11274,1331
11274,1504
11274,1933
11275,1712
11275,1697
11275,1752
11275,1128
11275,2091
11276,1522
11276,1486
11276,1491
11276,1488
11276,1495
11277,1537
11277,1540
11277,1759
11277,1583
11277,1519
11278,1571
11278,1580
