polygonid,elevation
10457,47
10457,47
10457,46
10458,51
10458,48
10458,48
10458,49
10458,50
10459,53
10459,54
10459,53
10459,50
10459,51
10460,43
10460,44
10460,45
10460,48
10460,49
10461,41
10461,47
10461,45
10461,41
10461,43
10462,50
10462,48
10462,47
10462,52
10462,50
10463,47
10463,42
10463,45
10463,47
10463,50
10464,47
10464,48
10464,48
10464,50
10464,46
10465,42
10465,45
10465,48
10465,47
10465,43
10466,46
10466,40
10466,37
10466,43
10466,38
10467,71
10467,71
10467,69
10467,70
10467,70
10468,64
10468,68
10468,44
10468,68
10468,65
10469,67
10469,69
10469,66
10469,70
10469,70
10470,63
10470,65
10470,60
10470,68
10470,62
10471,62
10471,63
10471,62
10471,62
10471,62
10472,75
10472,73
10472,84
10472,77
10472,85
10473,47
10473,58
10473,55
10473,49
10473,54
10474,56
10474,56
10474,59
10474,54
10474,51
10475,62
10475,66
10475,69
10475,64
10475,63
10476,69
10476,63
10476,63
10476,64
10476,68
10477,68
10477,67
10477,66
