polygonid,elevation
10317,25
10317,24
10317,23
10318,25
10318,28
10318,27
10318,24
10318,26
10319,31
10319,31
10319,29
10319,30
10319,33
10320,30
10320,27
10320,28
10320,26
10320,29
10321,28
10321,28
10321,29
10321,28
10321,28
10322,26
10322,27
10322,26
10322,25
10322,28
10323,29
10323,25
10323,25
10323,26
10323,27
10324,28
10324,26
10324,24
10324,27
10324,27
10325,27
10325,26
10325,24
10325,28
10325,28
10326,24
10326,25
10326,22
10326,25
10326,27
10327,23
10327,23
10327,24
10327,23
10327,22
10328,28
10328,26
10328,26
10328,25
10328,25
10329,24
10329,25
10329,22
10329,25
10329,26
10330,21
10330,24
10330,25
10330,23
10330,25
10331,25
10331,26
10331,24
10331,27
10331,27
10332,25
10332,27
10332,29
10332,26
10332,26
10333,26
10333,25
10333,26
10333,24
10333,24
10334,33
10334,34
10334,34
10334,35
10334,37
10335,31
10335,33
10335,30
10335,30
10335,34
10336,34
10336,30
10336,31
10336,29
10336,31
10337,35
10337,31
