polygonid,elevation
15807,10
15807,5
15807,5
15808,7
15808,9
15808,5
15808,5
15808,4
15809,6
15809,7
15809,6
15809,5
15809,8
15810,11
15810,0
15810,11
15810,11
15810,11
15811,7
15811,6
15811,7
15811,9
15811,10
15812,5
15812,8
15812,5
15812,6
15812,8
15813,8
15813,10
15813,9
15813,8
15813,9
15814,8
15814,10
15814,6
15814,12
15814,7
15815,5
15815,-2
15815,6
15815,6
15815,6
15816,7
15816,20
15816,3
15816,1
15816,9
15817,7
15817,-1
15817,7
15817,-1
15817,4
15818,6
15818,9
15818,8
15818,8
15818,8
15819,8
15819,8
15819,7
15819,13
15819,5
15820,1
15820,6
15820,5
15820,3
15820,8
15821,7
15821,4
15821,10
15821,7
15821,5
15822,9
15822,5
15822,6
15822,10
15822,4
15823,14
15823,6
15823,6
15823,7
15823,9
15824,8
15824,10
15824,10
15824,3
15824,9
15825,12
15825,7
15825,7
15825,10
15825,7
15826,6
15826,13
15826,4
15826,6
15826,8
15827,8
15827,8
