polygonid,elevation
13040,368
13040,362
13040,357
13040,362
13040,363
13041,359
13041,354
13041,354
13041,359
13041,358
13042,348
13042,348
13042,352
13042,351
13042,352
13043,353
13043,350
13043,352
13043,353
13043,352
13044,356
13044,354
13044,359
13044,358
13044,360
13045,337
13045,340
13045,348
13045,340
13045,334
13046,339
13046,342
13046,337
13046,341
13046,340
13047,345
13047,349
13047,341
13047,346
13047,345
13048,346
13048,348
13048,342
13048,345
13048,347
13049,346
13049,341
13049,344
13049,347
13049,341
13050,329
13050,334
13050,335
13050,338
13050,329
13051,333
13051,332
13051,337
13051,331
13051,335
13052,333
13052,335
13052,331
13052,340
13052,332
13053,342
13053,335
13053,341
13053,339
13053,340
13054,330
13054,332
13054,332
13054,331
13054,330
13055,330
13055,326
13055,327
13055,329
13055,324
13056,317
13056,316
13056,328
13056,324
13056,327
13057,321
13057,317
13057,329
13057,323
13057,324
13058,320
13058,312
13058,318
13058,316
13058,317
13059,320
13059,315
13059,319
13059,316
13059,313
