polygonid,elevation
19771,99
19772,99
19772,99
19772,97
19772,100
19772,98
19773,93
19773,89
19773,93
19773,92
19773,88
19774,96
19774,99
19774,98
19774,97
19774,96
19775,100
19775,96
19775,100
19775,99
19775,99
19776,98
19776,105
19776,100
19776,102
19776,101
19777,84
19777,74
19777,81
19777,71
19777,87
19778,89
19778,88
19778,87
19778,93
19778,91
19779,89
19779,87
19779,88
19779,89
19779,88
19780,87
19780,86
19780,88
19780,85
19780,85
19781,89
19781,88
19781,88
19781,86
19781,89
19782,89
19782,89
19782,89
19782,87
19782,88
19783,88
19783,91
19783,84
19783,87
19783,87
19784,88
19784,92
19784,88
19784,90
19784,87
19785,86
19785,85
19785,88
19785,86
19785,85
19786,93
19786,91
19786,94
19786,91
19786,90
19787,90
19787,91
19787,90
19787,92
19787,93
19788,92
19788,91
19788,91
19788,90
19788,91
19789,91
19789,92
19789,92
19789,93
19789,90
19790,91
19790,89
19790,87
19790,93
19790,92
19791,91
19791,92
19791,90
19791,95
