polygonid,elevation
16708,19
16708,20
16708,20
16709,36
16709,32
16709,34
16709,32
16709,36
16710,12
16710,15
16710,17
16710,19
16710,16
16711,23
16711,25
16711,22
16711,25
16711,27
16712,26
16712,29
16712,31
16712,29
16712,30
16713,22
16713,57
16713,52
16713,84
16713,70
16714,23
16714,23
16714,18
16714,18
16714,17
16715,19
16715,23
16715,13
16715,17
16715,18
16716,16
16716,13
16716,19
16716,14
16716,18
16717,16
16717,16
16717,12
16717,18
16717,16
16718,15
16718,20
16718,12
16718,13
16718,13
16719,9
16719,7
16719,8
16719,5
16719,9
16720,4
16720,8
16720,6
16720,10
16720,6
16721,1
16721,2
16721,2
16721,4
16721,4
16722,8
16722,2
16722,3
16722,2
16722,2
16723,3
16723,1
16723,6
16723,5
16723,9
16724,0
16724,3
16724,0
16724,2
16724,0
16725,1
16725,2
16725,3
16725,1
16725,1
16726,4
16726,6
16726,2
16726,3
16726,8
16727,-1
16727,1
16727,0
16727,0
16727,3
16728,2
16728,-2
