polygonid,elevation
15907,7
15907,7
15908,2
15908,2
15908,6
15908,1
15908,1
15909,4
15909,6
15909,4
15909,3
15909,3
15910,3
15910,3
15910,2
15910,-1
15910,4
15911,2
15911,2
15911,2
15911,3
15911,3
15912,3
15912,3
15912,0
15912,-2
15912,3
15913,4
15913,4
15913,5
15913,2
15913,2
15914,6
15914,7
15914,5
15914,5
15914,5
15915,4
15915,6
15915,5
15915,6
15915,6
15916,3
15916,9
15916,6
15916,7
15916,3
15917,5
15917,6
15917,5
15917,7
15917,9
15918,4
15918,7
15918,9
15918,4
15918,8
15919,7
15919,3
15919,6
15919,6
15919,3
15920,3
15920,1
15920,5
15920,5
15920,4
15921,5
15921,3
15921,7
15921,2
15921,5
15922,3
15922,4
15922,-1
15922,2
15922,4
15923,3
15923,5
15923,2
15923,4
15923,1
15924,2
15924,3
15924,3
15924,2
15924,1
15925,6
15925,-1
15925,0
15925,-1
15925,3
15926,1
15926,-2
15926,0
15926,-2
15926,-1
15927,-1
15927,2
15927,2
