polygonid,elevation
10878,13
10878,13
10878,12
10878,14
10878,5
10879,13
10879,17
10879,16
10879,15
10879,15
10880,14
10880,16
10880,15
10880,15
10880,13
10881,14
10881,12
10881,17
10881,11
10881,15
10882,14
10882,13
10882,13
10882,13
10882,15
10883,5
10883,8
10883,4
10883,4
10883,12
10884,7
10884,6
10884,11
10884,0
10884,6
10885,15
10885,25
10885,17
10885,26
10885,13
10886,23
10886,20
10886,27
10886,23
10886,23
10887,18
10887,18
10887,14
10887,18
10887,17
10888,13
10888,8
10888,10
10888,12
10888,16
10889,12
10889,14
10889,10
10889,12
10889,16
10890,19
10890,14
10890,14
10890,13
10890,10
10891,4
10891,2
10891,5
10891,1
10891,3
10892,5
10892,6
10892,2
10892,3
10892,3
10893,6
10893,4
10893,8
10893,8
10893,8
10894,9
10894,8
10894,10
10894,9
10894,7
10895,7
10895,7
10895,7
10895,8
10895,5
10896,6
10896,7
10896,6
10896,8
10896,9
10897,6
10897,13
10897,7
10897,11
10897,8
