polygonid,elevation
14042,83
14042,71
14042,108
14042,84
14042,83
14043,104
14043,114
14043,112
14043,122
14043,110
14044,60
14044,29
14044,116
14044,115
14044,99
14045,35
14045,10
14045,24
14045,40
14045,25
14046,80
14046,102
14046,78
14046,78
14046,105
14047,88
14047,45
14047,44
14047,52
14047,48
14048,162
14048,167
14048,167
14048,164
14048,154
14049,184
14049,167
14049,163
14049,182
14049,147
14050,119
14050,60
14050,70
14050,112
14050,150
14051,147
14051,149
14051,148
14051,122
14051,152
14052,178
14052,179
14052,166
14052,181
14052,184
14053,37
14053,3
14053,1
14053,8
14053,3
14054,25
14054,83
14054,62
14054,68
14054,82
14055,84
14055,48
14055,43
14055,91
14055,42
14056,105
14056,107
14056,108
14056,105
14056,78
14057,28
14057,31
14057,99
14057,106
14057,33
14058,88
14058,83
14058,82
14058,85
14058,75
14059,102
14059,64
14059,104
14059,90
14059,67
14060,95
14060,100
14060,97
14060,100
14060,99
14061,104
14061,109
14061,109
14061,85
14061,96
