polygonid,elevation
17449,34
17449,35
17449,36
17449,33
17449,32
17450,40
17450,39
17450,39
17450,36
17450,41
17451,39
17451,34
17451,36
17451,33
17451,30
17452,43
17452,38
17452,44
17452,42
17452,40
17453,47
17453,43
17453,53
17453,57
17453,57
17454,579
17454,436
17454,565
17454,580
17454,413
17455,243
17455,297
17455,276
17455,530
17455,141
17456,62
17456,59
17456,68
17456,71
17456,83
17457,108
17457,66
17457,101
17457,85
17457,68
17458,10
17458,14
17458,3
17458,15
17458,15
17459,17
17459,17
17459,7
17459,14
17459,10
17460,10
17460,21
17460,14
17460,11
17460,16
17461,21
17461,20
17461,7
17461,25
17461,29
17462,38
17462,36
17462,35
17462,33
17462,38
17463,40
17463,37
17463,39
17463,37
17463,42
17464,8
17464,17
17464,7
17464,15
17464,23
17465,18
17465,25
17465,21
17465,13
17465,20
17466,20
17466,19
17466,23
17466,16
17466,18
17467,19
17467,24
17467,21
17467,20
17467,23
17468,45
17468,43
17468,43
17468,38
17468,39
