polygonid,elevation
7472,11
7472,13
7473,10
7473,12
7473,8
7473,9
7473,11
7474,21
7474,18
7474,14
7474,12
7474,18
7475,19
7475,13
7475,14
7475,15
7475,12
7476,13
7476,15
7476,14
7476,11
7476,16
7477,14
7477,17
7477,10
7477,12
7477,5
7478,18
7478,13
7478,16
7478,18
7478,15
7479,3
7479,6
7479,7
7479,11
7479,5
7480,8
7480,8
7480,5
7480,10
7480,7
7481,7
7481,4
7481,5
7481,6
7481,8
7482,9
7482,9
7482,9
7482,7
7482,15
7483,8
7483,7
7483,5
7483,7
7483,5
7484,5
7484,5
7484,7
7484,5
7484,7
7485,5
7485,4
7485,3
7485,6
7485,7
7486,6
7486,6
7486,6
7486,4
7486,5
7487,10
7487,7
7487,9
7487,6
7487,5
7488,9
7488,6
7488,3
7488,2
7488,7
7489,9
7489,7
7489,0
7489,0
7489,0
7490,2
7490,7
7490,0
7490,-2
7490,11
7491,5
7491,2
7491,11
7491,0
7491,0
7493,7
7493,7
7493,7
