polygonid,elevation
20773,18
20774,11
20774,9
20774,9
20774,12
20774,14
20775,15
20775,13
20775,16
20775,15
20775,19
20776,8
20776,7
20776,11
20776,10
20776,9
20777,9
20777,8
20777,9
20777,9
20777,7
20778,8
20778,7
20778,7
20778,9
20778,8
20779,24
20779,20
20779,18
20779,16
20779,29
20780,19
20780,14
20780,10
20780,19
20780,9
20781,9
20781,7
20781,9
20781,4
20781,10
20782,7
20782,7
20782,7
20782,7
20782,6
20783,14
20783,13
20783,13
20783,14
20783,17
20784,28
20784,24
20784,23
20784,24
20784,21
20785,16
20785,19
20785,16
20785,17
20785,20
20786,7
20786,8
20786,10
20786,7
20786,7
20787,8
20787,7
20787,9
20787,7
20787,6
20788,13
20788,13
20788,16
20788,14
20788,12
20789,16
20789,17
20789,19
20789,15
20789,15
20790,6
20790,7
20790,3
20790,4
20790,3
20791,4
20791,2
20791,3
20791,3
20791,2
20792,3
20792,3
20792,5
20792,3
20792,2
20793,2
20793,5
20793,4
20793,4
