polygonid,elevation
11838,84
11839,8
11839,11
11839,10
11839,21
11839,12
11840,15
11840,15
11840,0
11840,10
11840,10
11841,-3
11841,-10
11841,-12
11841,-2
11841,-4
11842,28
11842,-1
11842,34
11842,2
11842,1
11843,35
11843,28
11843,33
11843,38
11843,25
11844,18
11844,30
11844,20
11844,25
11844,32
11845,337
11845,35
11845,145
11845,470
11845,199
11846,7
11846,2
11846,6
11846,7
11846,1
11847,5
11847,4
11847,6
11847,5
11847,6
11848,7
11848,7
11848,6
11848,4
11848,8
11849,5
11849,-5
11849,5
11849,-4
11849,3
11850,-4
11850,-2
11850,1
11850,-3
11850,-3
11851,-6
11851,5
11851,6
11851,3
11851,-3
11852,-2
11852,-4
11852,-11
11852,-5
11852,-7
11853,-1
11853,0
11853,2
11853,0
11853,0
11854,0
11854,1
11854,1
11854,0
11854,-1
11855,-5
11855,-5
11855,-7
11855,-7
11855,-2
11856,-8
11856,-4
11856,-7
11856,-3
11856,-8
11857,0
11857,-3
11857,-2
11857,-5
11857,-3
11858,-2
11858,0
11858,-2
11858,0
