polygonid,elevation
18450,13
18450,21
18450,34
18451,11
18451,91
18451,248
18451,14
18451,17
18452,887
18452,854
18452,876
18452,894
18452,854
18453,720
18453,731
18453,733
18453,728
18453,708
18454,905
18454,904
18454,917
18454,892
18454,872
18455,817
18455,826
18455,819
18455,819
18455,819
18456,753
18456,738
18456,752
18456,753
18456,750
18457,702
18457,717
18457,707
18457,717
18457,714
18458,894
18458,880
18458,893
18458,898
18458,897
18459,815
18459,832
18459,825
18459,837
18459,800
18460,702
18460,724
18460,711
18460,702
18460,702
18461,757
18461,757
18461,759
18461,757
18461,764
18462,733
18462,733
18462,776
18462,752
18462,733
18463,727
18463,729
18463,718
18463,727
18463,729
18464,708
18464,694
18464,712
18464,703
18464,701
18465,535
18465,522
18465,545
18465,518
18465,540
18466,654
18466,675
18466,650
18466,627
18466,662
18467,593
18467,590
18467,597
18467,598
18467,597
18468,589
18468,609
18468,587
18468,601
18468,613
18469,623
18469,628
18469,633
18469,621
18469,634
18470,635
18470,634
