polygonid,elevation
3887,47
3887,43
3888,53
3888,50
3888,50
3888,50
3888,49
3889,41
3889,38
3889,42
3889,44
3889,44
3890,40
3890,38
3890,45
3890,44
3890,40
3891,36
3891,36
3891,41
3891,36
3891,34
3892,40
3892,40
3892,43
3892,40
3892,38
3893,47
3893,45
3893,47
3893,43
3893,49
3894,41
3894,47
3894,48
3894,45
3894,41
3895,41
3895,41
3895,44
3895,43
3895,42
3896,41
3896,41
3896,45
3896,42
3896,41
3897,56
3897,56
3897,58
3897,54
3897,59
3898,51
3898,47
3898,52
3898,41
3898,50
3899,37
3899,37
3899,44
3899,35
3899,35
3900,34
3900,36
3900,31
3900,33
3900,34
3901,47
3901,47
3901,47
3901,42
3901,49
3902,47
3902,49
3902,53
3902,52
3902,50
3903,50
3903,45
3903,46
3903,47
3903,49
3904,48
3904,47
3904,47
3904,51
3904,46
3905,41
3905,44
3905,42
3905,40
3905,42
3906,39
3906,41
3906,40
3906,42
3906,36
3907,37
3907,35
3907,36
