polygonid,elevation
8474,481
8474,417
8475,483
8475,561
8475,445
8475,431
8475,483
8476,401
8476,405
8476,420
8476,460
8476,447
8477,395
8477,389
8477,402
8477,392
8477,393
8478,365
8478,360
8478,360
8478,372
8478,355
8479,376
8479,388
8479,375
8479,384
8479,379
8480,381
8480,385
8480,383
8480,393
8480,359
8481,387
8481,383
8481,376
8481,389
8481,381
8482,691
8482,881
8482,454
8482,261
8482,453
8483,1548
8483,1618
8483,1302
8483,1210
8483,2279
8484,411
8484,413
8484,418
8484,412
8484,411
8485,1156
8485,778
8485,1392
8485,565
8485,1182
8486,710
8486,510
8486,546
8486,773
8486,768
8487,537
8487,445
8487,498
8487,376
8487,421
8488,1093
8488,1504
8488,1095
8488,593
8488,916
8489,2086
8489,1580
8489,2112
8489,1080
8489,2558
8490,1561
8490,2008
8490,1748
8490,1350
8490,1625
8491,1102
8491,1531
8491,1664
8491,1467
8491,1300
8492,1012
8492,1220
8492,1201
8492,1059
8492,1189
8493,1385
8493,1576
8493,812
8493,1332
8493,1177
8494,602
8494,806
8494,365
