polygonid,elevation
3287,263
3287,269
3287,268
3287,241
3287,227
3288,199
3288,133
3288,130
3288,137
3288,135
3289,182
3289,163
3289,236
3289,199
3289,197
3290,162
3290,126
3290,182
3290,119
3290,182
3291,127
3291,209
3291,211
3291,129
3291,199
3292,209
3292,166
3292,207
3292,137
3292,164
3293,156
3293,130
3293,147
3293,127
3293,175
3294,210
3294,140
3294,156
3294,133
3294,213
3295,113
3295,130
3295,111
3295,114
3295,128
3296,116
3296,118
3296,125
3296,118
3296,116
3297,107
3297,130
3297,127
3297,114
3297,122
3298,111
3298,108
3298,110
3298,113
3298,108
3299,110
3299,108
3299,101
3299,105
3299,106
3300,169
3300,193
3300,208
3300,182
3300,171
3301,161
3301,167
3301,162
3301,164
3301,160
3302,167
3302,166
3302,167
3302,173
3302,184
3303,189
3303,160
3303,162
3303,163
3303,195
3304,189
3304,163
3304,176
3304,163
3304,155
3305,179
3305,191
3305,175
3305,190
3305,187
3306,158
3306,184
3306,163
3306,146
3306,147
