polygonid,elevation
20793,5
20794,5
20794,6
20794,4
20794,5
20794,2
20795,5
20795,3
20795,9
20795,0
20795,2
20796,2
20796,0
20796,3
20796,4
20796,4
20797,5
20797,5
20797,3
20797,6
20797,3
20798,3
20798,2
20798,3
20798,3
20798,3
20799,5
20799,7
20799,7
20799,7
20799,4
20800,3
20800,5
20800,2
20800,5
20800,7
20801,3
20801,1
20801,1
20801,0
20801,0
20802,4
20802,3
20802,2
20802,1
20802,1
20803,4
20803,5
20803,3
20803,-5
20803,-7
20804,5
20804,6
20804,5
20804,4
20804,9
20805,6
20805,5
20805,5
20805,6
20805,4
20806,2
20806,6
20806,6
20806,5
20806,5
20807,8
20807,9
20807,8
20807,6
20807,6
20808,12
20808,12
20808,12
20808,10
20808,10
20809,13
20809,13
20809,12
20809,14
20809,12
20810,9
20810,11
20810,10
20810,10
20810,13
20811,11
20811,10
20811,10
20811,10
20811,15
20812,7
20812,8
20812,7
20812,9
20812,7
20813,7
20813,8
20813,10
20813,12
