polygonid,elevation
18971,72
18971,76
18971,72
18971,72
18971,73
18972,70
18972,69
18972,71
18972,71
18972,72
18973,63
18973,60
18973,75
18973,67
18973,81
18974,340
18974,208
18974,290
18974,254
18974,327
18975,75
18975,53
18975,106
18975,109
18975,220
18976,76
18976,75
18976,76
18976,79
18976,73
18977,73
18977,74
18977,72
18977,73
18977,73
18978,101
18978,82
18978,106
18978,107
18978,102
18979,122
18979,145
18979,144
18979,148
18979,154
18980,279
18980,239
18980,423
18980,360
18980,480
18981,276
18981,290
18981,373
18981,174
18981,226
18982,141
18982,145
18982,137
18982,139
18982,147
18983,142
18983,129
18983,130
18983,143
18983,132
18984,134
18984,134
18984,137
18984,133
18984,130
18985,115
18985,161
18985,157
18985,146
18985,179
18986,64
18986,74
18986,85
18986,68
18986,75
18987,101
18987,95
18987,106
18987,80
18987,96
18988,71
18988,67
18988,68
18988,70
18988,70
18989,63
18989,65
18989,66
18989,63
18989,67
18990,67
18990,67
18990,64
18990,65
18990,64
