polygonid,elevation
16328,225
16328,242
16328,186
16328,139
16328,197
16329,192
16329,164
16329,193
16329,140
16329,145
16330,128
16330,124
16330,115
16330,133
16330,154
16331,111
16331,132
16331,130
16331,105
16331,121
16332,141
16332,129
16332,105
16332,115
16332,124
16333,131
16333,178
16333,185
16333,153
16333,122
16334,100
16334,98
16334,99
16334,98
16334,98
16335,74
16335,63
16335,65
16335,59
16335,78
16336,69
16336,84
16336,84
16336,69
16336,79
16337,59
16337,75
16337,59
16337,69
16337,67
16338,112
16338,103
16338,109
16338,110
16338,118
16339,105
16339,127
16339,116
16339,104
16339,114
16340,125
16340,131
16340,100
16340,130
16340,101
16341,97
16341,87
16341,86
16341,89
16341,96
16342,78
16342,78
16342,80
16342,81
16342,78
16343,121
16343,99
16343,117
16343,101
16343,130
16344,64
16344,56
16344,32
16344,62
16344,47
16345,34
16345,41
16345,33
16345,36
16345,27
16346,46
16346,40
16346,70
16346,27
16346,46
16347,18
16347,12
16347,25
16347,18
16347,11
