polygonid,elevation
17068,182
17068,202
17069,167
17069,160
17069,199
17069,101
17069,118
17070,142
17070,111
17070,109
17070,78
17070,97
17071,100
17071,105
17071,80
17071,109
17071,115
17072,119
17072,121
17072,122
17072,120
17072,125
17073,95
17073,258
17073,61
17073,218
17073,466
17074,142
17074,120
17074,139
17074,104
17074,147
17075,75
17075,107
17075,49
17075,104
17075,76
17076,23
17076,50
17076,99
17076,98
17076,98
17077,11
17077,9
17077,11
17077,15
17077,11
17078,5
17078,14
17078,9
17078,9
17078,18
17079,2
17079,4
17079,5
17079,7
17079,0
17080,18
17080,7
17080,8
17080,9
17080,11
17081,31
17081,13
17081,32
17081,13
17081,17
17082,10
17082,11
17082,10
17082,7
17082,13
17083,17
17083,21
17083,18
17083,13
17083,21
17084,8
17084,7
17084,8
17084,8
17084,5
17085,14
17085,12
17085,15
17085,12
17085,12
17086,11
17086,15
17086,19
17086,14
17086,20
17087,29
17087,24
17087,31
17087,0
17087,25
17088,25
17088,24
17088,20
