polygonid,elevation
14263,153
14264,20
14264,25
14264,36
14264,28
14264,42
14265,25
14265,25
14265,22
14265,21
14265,19
14266,26
14266,26
14266,23
14266,24
14266,29
14267,19
14267,24
14267,17
14267,17
14267,19
14268,15
14268,22
14268,17
14268,7
14268,10
14269,18
14269,19
14269,17
14269,18
14269,15
14270,8
14270,4
14270,4
14270,5
14270,1
14271,11
14271,14
14271,13
14271,11
14271,10
14272,9
14272,7
14272,7
14272,7
14272,7
14273,4
14273,6
14273,9
14273,4
14273,11
14274,13
14274,13
14274,14
14274,16
14274,14
14275,12
14275,13
14275,12
14275,16
14275,13
14276,4
14276,15
14276,5
14276,15
14276,13
14277,20
14277,24
14277,21
14277,22
14277,22
14278,11
14278,12
14278,11
14278,13
14278,18
14279,19
14279,18
14279,20
14279,25
14279,25
14280,13
14280,20
14280,15
14280,18
14280,13
14281,13
14281,9
14281,10
14281,9
14281,13
14282,26
14282,34
14282,37
14282,28
14282,24
14283,22
14283,15
14283,20
14283,13
