polygonid,elevation
8254,23
8254,26
8254,14
8255,13
8255,15
8255,11
8255,10
8255,10
8256,11
8256,22
8256,16
8256,19
8256,18
8257,16
8257,11
8257,15
8257,16
8257,13
8258,14
8258,11
8258,12
8258,14
8258,9
8259,14
8259,10
8259,11
8259,12
8259,11
8260,8
8260,11
8260,14
8260,10
8260,17
8261,14
8261,19
8261,20
8261,18
8261,16
8262,18
8262,19
8262,20
8262,19
8262,25
8263,16
8263,19
8263,16
8263,18
8263,16
8264,16
8264,16
8264,16
8264,19
8264,13
8265,26
8265,25
8265,19
8265,26
8265,27
8266,18
8266,19
8266,22
8266,19
8266,19
8267,17
8267,24
8267,26
8267,25
8267,26
8268,25
8268,22
8268,25
8268,23
8268,24
8269,20
8269,18
8269,17
8269,18
8269,20
8270,20
8270,20
8270,24
8270,17
8270,21
8271,21
8271,17
8271,17
8271,17
8271,17
8272,18
8272,19
8272,19
8272,18
8272,21
8273,21
8273,22
8273,18
8273,16
8273,20
8274,11
8274,16
