polygonid,elevation
16027,17
16027,17
16028,15
16028,19
16028,15
16028,17
16028,16
16029,16
16029,15
16029,18
16029,15
16029,15
16030,14
16030,16
16030,16
16030,12
16030,11
16031,16
16031,18
16031,16
16031,19
16031,14
16032,15
16032,16
16032,14
16032,16
16032,15
16033,14
16033,12
16033,17
16033,15
16033,13
16034,14
16034,13
16034,18
16034,13
16034,14
16035,16
16035,15
16035,13
16035,14
16035,15
16036,15
16036,13
16036,12
16036,9
16036,11
16037,13
16037,14
16037,12
16037,15
16037,14
16038,10
16038,13
16038,10
16038,12
16038,14
16039,12
16039,14
16039,9
16039,11
16039,12
16040,9
16040,14
16040,11
16040,13
16040,8
16041,15
16041,13
16041,14
16041,13
16041,15
16042,12
16042,10
16042,12
16042,12
16042,14
16043,13
16043,11
16043,13
16043,16
16043,11
16044,13
16044,12
16044,15
16044,13
16044,15
16045,9
16045,14
16045,14
16045,16
16045,9
16046,16
16046,14
16046,14
16046,15
16046,16
16047,14
16047,15
16047,15
