polygonid,elevation
3407,119
3407,111
3407,119
3407,118
3407,118
3408,121
3408,121
3408,126
3408,117
3408,113
3409,114
3409,116
3409,114
3409,111
3409,116
3410,114
3410,116
3410,114
3410,114
3410,115
3411,103
3411,108
3411,105
3411,111
3411,111
3412,107
3412,106
3412,114
3412,103
3412,108
3413,124
3413,125
3413,126
3413,140
3413,128
3414,114
3414,128
3414,124
3414,127
3414,112
3415,108
3415,108
3415,119
3415,110
3415,109
3416,110
3416,108
3416,111
3416,105
3416,108
3417,121
3417,123
3417,120
3417,118
3417,115
3418,113
3418,122
3418,117
3418,118
3418,111
3419,105
3419,107
3419,114
3419,112
3419,109
3420,102
3420,108
3420,107
3420,107
3420,109
3421,104
3421,103
3421,103
3421,106
3421,100
3422,98
3422,97
3422,101
3422,100
3422,99
3423,90
3423,99
3423,97
3423,105
3423,104
3424,92
3424,96
3424,94
3424,104
3424,100
3425,97
3425,97
3425,99
3425,98
3425,97
3426,102
3426,97
3426,100
3426,102
3426,103
3427,99
