polygonid,elevation
7352,8
7352,4
7352,9
7353,4
7353,4
7353,8
7353,9
7353,2
7354,10
7354,6
7354,7
7354,13
7354,9
7355,16
7355,6
7355,8
7355,8
7355,2
7356,7
7356,9
7356,13
7356,15
7356,7
7357,5
7357,6
7357,6
7357,-2
7357,17
7358,8
7358,7
7358,15
7358,15
7358,5
7359,7
7359,7
7359,8
7359,9
7359,8
7360,7
7360,3
7360,10
7360,9
7360,8
7361,11
7361,6
7361,6
7361,5
7361,4
7362,8
7362,8
7362,9
7362,8
7362,10
7363,13
7363,10
7363,7
7363,11
7363,11
7364,4
7364,7
7364,7
7364,10
7364,11
7365,8
7365,9
7365,7
7365,5
7365,8
7366,11
7366,8
7366,11
7366,8
7366,6
7367,9
7367,10
7367,9
7367,8
7367,9
7368,7
7368,9
7368,11
7368,10
7368,10
7369,10
7369,8
7369,9
7369,8
7369,11
7370,9
7370,12
7370,9
7370,11
7370,9
7371,5
7371,10
7371,10
7371,12
7371,9
7372,17
7372,11
