polygonid,elevation
20152,10
20152,6
20152,9
20152,8
20153,8
20153,8
20153,10
20153,7
20153,7
20154,8
20154,9
20154,8
20154,10
20154,8
20155,7
20155,5
20155,7
20155,11
20155,8
20156,8
20156,4
20156,3
20156,6
20156,4
20157,13
20157,14
20157,14
20157,16
20157,14
20158,11
20158,12
20158,12
20158,12
20158,11
20159,13
20159,14
20159,11
20159,13
20159,14
20160,6
20160,7
20160,6
20160,8
20160,8
20161,18
20161,14
20161,17
20161,14
20161,17
20162,7
20162,9
20162,5
20162,7
20162,6
20163,9
20163,12
20163,10
20163,9
20163,7
20164,5
20164,4
20164,7
20164,3
20164,5
20165,10
20165,13
20165,10
20165,13
20165,13
20166,12
20166,12
20166,14
20166,10
20166,13
20167,20
20167,19
20167,24
20167,20
20167,18
20168,27
20168,22
20168,23
20168,26
20168,27
20169,17
20169,21
20169,17
20169,24
20169,19
20170,24
20170,21
20170,26
20170,28
20170,35
20171,34
20171,34
20171,31
20171,30
20171,34
20172,30
